Language , Program , Input Size , Package , Core(s) , GPU , DRAM? , Time (sec)
Rust, quicksort_100000, 100000, 0.339783 , 0.183044 , 0.000000 , 0.000000 ,  0.014521 
Rust, quicksort_100000, 100000, 0.351379 , 0.189880 , 0.000000 , 0.000000 ,  0.013788 
Rust, quicksort_100000, 100000, 0.279907 , 0.136230 , 0.000000 , 0.000000 ,  0.013716 
Rust, selectionsort_100000, 100000, 111.124390 , 59.815979 , 0.055237 , 0.000000 ,  4.4935 
Rust, selectionsort_100000, 100000, 112.130859 , 60.410461 , 0.037598 , 0.000000 ,  4.53124 
Rust, selectionsort_100000, 100000, 111.577820 , 59.983459 , 0.040710 , 0.000000 ,  4.51742 
Rust, selectionsort_100000, 100000, 111.305359 , 59.958252 , 0.027710 , 0.000000 ,  4.50423 
Rust, selectionsort_100000, 100000, 112.386230 , 60.550049 , 0.038879 , 0.000000 ,  4.5416 
Swift, bubblesort_100000, 100000, 554.572937 , 298.916992 , 0.177002 , 0.000000 ,  22.409 
Swift, bubblesort_100000, 100000, 559.388550 , 300.869263 , 0.191711 , 0.000000 ,  22.6558 
Swift, bubblesort_100000, 100000, 556.977966 , 299.282776 , 0.178162 , 0.000000 ,  22.5839 
Swift, bubblesort_100000, 100000, 552.264832 , 297.633240 , 0.175537 , 0.000000 ,  22.3171 
Swift, bubblesort_100000, 100000, 551.030273 , 297.041382 , 0.167969 , 0.000000 ,  22.2587 
Swift, cyclesort_100000, 100000, 660.090393 , 353.977966 , 0.224792 , 0.000000 ,  26.8297 
Swift, cyclesort_100000, 100000, 663.445068 , 356.049011 , 0.208008 , 0.000000 ,  26.9289 
Swift, cyclesort_100000, 100000, 662.639526 , 356.041870 , 0.190674 , 0.000000 ,  26.8722 
Swift, cyclesort_100000, 100000, 662.534729 , 355.448242 , 0.233765 , 0.000000 ,  26.9004 
Swift, cyclesort_100000, 100000, 664.603577 , 356.687866 , 0.205566 , 0.000000 ,  26.9833 
Swift, heapsort_100000, 100000, 0.553528 , 0.299255 , 0.000000 , 0.000000 ,  0.021762 
Swift, heapsort_100000, 100000, 0.551697 , 0.279907 , 0.000000 , 0.000000 ,  0.022146 
Swift, heapsort_100000, 100000, 0.539917 , 0.272888 , 0.000000 , 0.000000 ,  0.02229 
Swift, heapsort_100000, 100000, 0.540649 , 0.285828 , 0.000000 , 0.000000 ,  0.02151 
Swift, heapsort_100000, 100000, 0.513000 , 0.283691 , 0.000000 , 0.000000 ,  0.02161 
Swift, insertionsort_100000, 100000, 191.472900 , 103.316528 , 0.074341 , 0.000000 ,  7.72447 
Swift, insertionsort_100000, 100000, 190.654602 , 102.955750 , 0.067078 , 0.000000 ,  7.68332 
Swift, insertionsort_100000, 100000, 190.804688 , 103.487244 , 0.055664 , 0.000000 ,  7.65556 
Swift, insertionsort_100000, 100000, 188.122681 , 101.332520 , 0.062134 , 0.000000 ,  7.6073 
Swift, insertionsort_100000, 100000, 193.104431 , 104.103027 , 0.066895 , 0.000000 ,  7.80188 
Swift, mergesort_100000, 100000, 1.183899 , 0.622742 , 0.000000 , 0.000000 ,  0.047137 
Swift, mergesort_100000, 100000, 1.303162 , 0.719299 , 0.000000 , 0.000000 ,  0.052844 
Swift, mergesort_100000, 100000, 1.512146 , 0.782532 , 0.000000 , 0.000000 ,  0.06472 
Swift, mergesort_100000, 100000, 1.162170 , 0.622314 , 0.000000 , 0.000000 ,  0.047985 
Swift, mergesort_100000, 100000, 1.169922 , 0.639160 , 0.000000 , 0.000000 ,  0.047077 
Swift, oddevensort_100000, 100000, 469.737854 , 253.052673 , 0.179321 , 0.000000 ,  18.985 
Swift, oddevensort_100000, 100000, 470.372620 , 253.541687 , 0.167358 , 0.000000 ,  18.9953 
Swift, oddevensort_100000, 100000, 468.615906 , 252.503540 , 0.153748 , 0.000000 ,  18.9372 
Swift, oddevensort_100000, 100000, 468.352722 , 252.179077 , 0.146729 , 0.000000 ,  18.9521 
Swift, oddevensort_100000, 100000, 467.161926 , 251.239807 , 0.155945 , 0.000000 ,  18.9179 
Swift, quicksort_100000, 100000, 2.097534 , 1.098694 , 0.010437 , 0.000000 ,  0.086303 
Swift, quicksort_100000, 100000, 1.596191 , 0.844910 , 0.000000 , 0.000000 ,  0.065877 
Swift, quicksort_100000, 100000, 1.592102 , 0.869141 , 0.000000 , 0.000000 ,  0.064244 
Swift, quicksort_100000, 100000, 1.944153 , 1.055359 , 0.002136 , 0.000000 ,  0.078479 
Swift, quicksort_100000, 100000, 1.758423 , 0.906921 , 0.000000 , 0.000000 ,  0.073471 
Swift, selectionsort_100000, 100000, 110.893188 , 59.631592 , 0.057312 , 0.000000 ,  4.48904 
Swift, selectionsort_100000, 100000, 111.572327 , 60.148071 , 0.035828 , 0.000000 ,  4.50843 
Swift, selectionsort_100000, 100000, 111.222534 , 59.863586 , 0.041016 , 0.000000 ,  4.49684 
Swift, selectionsort_100000, 100000, 112.061157 , 60.429688 , 0.030762 , 0.000000 ,  4.52526 
Swift, selectionsort_100000, 100000, 111.526733 , 59.989990 , 0.045715 , 0.000000 ,  4.51234 
