Language,Algorithm,Size,Package,Core(s),GPU,Memory(KB),Time(sec)
C,oddevensort,100000,5.297119,2.787170,0.029297,52424,0.216383
C,quicksort,100000,5.439758,2.769043,0.011719,52068,0.231796
C,selectionsort,100000,5.186035,2.694824,0.016113,51808,0.214316
C++,bubblesort,100000,15.277954,8.145447,0.019775,115896,0.619947
C++,cyclesort,100000,15.023315,8.036865,0.016907,114612,0.606394
C++,heapsort,100000,15.708740,8.398804,0.034607,115444,0.634093
C++,insertionsort,100000,14.833801,7.897400,0.018677,113880,0.603041
C++,mergesort,100000,16.512207,8.809265,0.021667,116296,0.670395
C++,oddevensort,100000,14.924438,7.964661,0.010742,114600,0.607193
C++,quicksort,100000,15.479431,8.215637,0.032043,114224,0.628731
C++,selectionsort,100000,15.010681,7.905396,0.018250,115568,0.617578
C#,bubblesort,100000,15.160522,8.106812,0.014893,69408,0.613426
C#,cyclesort,100000,15.176941,8.126404,0.005005,73616,0.616167
C#,heapsort,100000,14.920410,8.005798,0.023254,71564,0.60196
C#,insertionsort,100000,14.545959,7.812561,0.004578,73348,0.587312
C#,mergesort,100000,15.353088,8.148865,0.015381,73592,0.625067
C#,oddevensort,100000,14.977478,8.013916,0.004456,73596,0.607588
C#,quicksort,100000,15.057007,8.014343,0.028015,67480,0.612309
C#,selectionsort,100000,14.734314,7.965759,0.002319,77552,0.592154
Go,bubblesort,100000,3.735413,1.905457,0.011169,57696,0.15539
Go,cyclesort,100000,3.497620,1.646973,0.016541,57864,0.157822
Go,heapsort,100000,3.198547,1.586304,0.008362,55988,0.137515
Go,insertionsort,100000,3.607727,1.808105,0.009888,57500,0.153919
Go,mergesort,100000,3.199585,1.304504,0.010376,57972,0.163238
Go,oddevensort,100000,3.356628,1.706055,0.012329,55760,0.140948
Go,quicksort,100000,3.606201,1.803894,0.011414,56264,0.153863
Go,selectionsort,100000,3.012878,1.434387,0.008484,55728,0.134314
Haskell,bubblesort,100000,1224.951538,644.325928,0.405579,1976168,49.6565
Haskell,cyclesort,100000,2419.385071,1274.584106,0.821533,2194744,97.86
Haskell,heapsort,100000,1200.168701,632.624756,0.428955,1768164,48.5089
Haskell,insertionsort,100000,1234.228760,650.169250,0.449402,2112608,49.9363
Haskell,mergesort,100000,1229.698853,648.072144,0.438354,1887692,49.7107
Haskell,oddevensort,100000,1139.167847,600.221802,0.424988,1902896,46.0711
Haskell,quicksort,100000,1195.893005,630.954529,0.440735,1721092,48.2868
Haskell,selectionsort,100000,1300.591125,685.243164,0.470642,2052096,52.6103
Rust,bubblesort,100000,946.442688,502.687622,0.358643,4321552,38.3146
Rust,cyclesort,100000,951.546631,505.044250,0.353333,4314336,38.5514
Rust,heapsort,100000,962.252625,511.171570,0.356323,4317992,38.9821
Rust,insertionsort,100000,936.390198,497.296265,0.380432,4320532,37.8984
Rust,mergesort,100000,917.505371,487.737976,0.365295,4361348,37.1074
Rust,oddevensort,100000,955.712219,508.476440,0.374634,4318524,38.6135
Rust,quicksort,100000,904.833435,480.804199,0.345215,4342752,36.6427
Rust,selectionsort,100000,976.263184,519.775818,0.362061,4318176,39.4307
Swift,bubblesort,100000,320.053589,163.673523,0.137512,366696,13.4441
Swift,cyclesort,100000,319.965454,163.341492,0.143188,366684,13.4653
Swift,heapsort,100000,349.765991,179.616394,0.166931,370392,14.624
Swift,insertionsort,100000,316.040161,162.392822,0.125671,367016,13.2094
Swift,mergesort,100000,347.959839,178.148499,0.151611,368648,14.5959
Swift,oddevensort,100000,314.674316,161.610657,0.125671,366472,13.1584
Swift,quicksort,100000,352.623413,180.202026,0.137756,368156,14.8288
Swift,selectionsort,100000,320.137329,164.244019,0.141846,367020,13.3988
C,bubblesort,100000,4.652649,2.470886,0.022034,51996,0.188006
C,cyclesort,100000,5.203857,2.763672,0.016174,52560,0.212255
C,heapsort,100000,5.300781,2.831055,0.011292,52068,0.21504
C,insertionsort,100000,5.191101,2.701843,0.014221,51176,0.214849
C,mergesort,100000,5.661865,2.909912,0.019836,53452,0.236439
C,oddevensort,100000,5.326965,2.764526,0.014893,52552,0.221828
C,quicksort,100000,5.551086,2.907349,0.016052,52060,0.228974
C,selectionsort,100000,5.238892,2.650452,0.018494,51940,0.220764
C++,bubblesort,100000,14.493225,7.708313,0.022156,116136,0.590253
C++,cyclesort,100000,15.567505,8.235352,0.020935,114312,0.636814
C++,heapsort,100000,15.280212,8.116638,0.013611,115172,0.623854
C++,insertionsort,100000,14.927673,7.924133,0.023193,114000,0.607955
C++,mergesort,100000,16.440491,8.670227,0.024658,116780,0.67373
C++,oddevensort,100000,14.913757,8.028442,0.011292,115908,0.601059
C++,quicksort,100000,15.354492,8.106812,0.021423,113964,0.628557
C++,selectionsort,100000,14.811951,7.870483,0.023010,115824,0.603033
C#,bubblesort,100000,15.060547,8.030518,0.015137,67276,0.611283
C#,cyclesort,100000,15.128296,8.083862,0.017944,77780,0.610967
C#,heapsort,100000,14.868713,7.967957,0.010071,69508,0.603086
C#,insertionsort,100000,14.968262,7.937439,0.020630,75564,0.612362
C#,mergesort,100000,14.730225,7.787231,0.021362,69552,0.60406
C#,oddevensort,100000,15.296448,8.084595,0.010986,69540,0.628084
C#,quicksort,100000,14.759338,7.796997,0.020569,73616,0.606191
C#,selectionsort,100000,15.165894,8.053162,0.014709,71276,0.618408
Go,bubblesort,100000,3.391418,1.666260,0.016907,56400,0.147166
